material,count,total_length_mm,avg_length_mm,unique_sizes
2x4 header,1,1143.0,1143.0,1
2x4 lumber,7,342.9,49.0,2
2x4 plate,2,2438.4,1219.2,1
2x4 stud,4,152.4,38.1,2
