material,count,total_length_mm,avg_length_mm,unique_sizes
2x4 blocking,3,495.3,165.1,1
2x4 header,1,1143.0,1143.0,1
2x4 lumber,1,38.1,38.1,1
2x4 plate,2,2438.4,1219.2,1
2x4 stud,4,152.4,38.1,2
